race,age,engnat,gender,hand,source,country,E,N,A,C,O,maximum,personality_type
3,41,1,2,1,2,US,3.2,2.2,3.3,3.0,3.4,3.4,O
4,13,1,2,1,1,GB,3.1,3.7,2.7,2.7,3.0,3.7,N
6,26,1,1,1,1,US,3.0,4.0,3.6,3.0,3.3,4.0,N
3,29,2,2,1,2,NO,3.0,2.9,3.1,3.1,3.5,3.5,O
13,20,1,2,1,5,US,3.1,3.0,3.1,2.5,3.1,3.1,E
3,50,1,1,1,1,GB,2.9,2.0,2.8,3.2,3.1,3.2,C
1,18,1,1,1,1,CA,3.7,2.8,3.2,3.3,3.0,3.7,E
13,18,1,2,1,1,CA,2.7,2.0,3.4,2.0,3.5,3.5,O
4,21,2,1,1,1,CA,3.1,3.7,3.9,2.5,2.7,3.9,A
13,18,1,1,1,1,US,3.3,3.2,3.0,3.0,3.4,3.4,O
3,15,1,2,1,1,GB,2.4,3.9,2.5,3.5,3.0,3.9,N
3,23,1,1,1,1,AU,3.3,3.1,3.0,3.2,3.7,3.7,O
3,32,1,1,1,1,US,2.8,1.8,3.1,3.0,3.4,3.4,O
1,60,1,2,1,1,US,2.6,4.0,3.2,3.4,3.7,4.0,N
13,21,1,2,1,5,US,3.2,2.2,3.0,3.4,3.2,3.4,C
3,21,2,2,1,5,BE,3.7,3.4,3.5,3.1,3.3,3.7,E
3,59,1,1,1,1,US,2.6,2.9,2.8,2.6,2.7,2.9,N
3,15,2,2,1,1,CH,2.6,3.6,2.5,2.8,3.0,3.6,N
13,23,1,1,1,2,US,3.1,2.6,3.5,3.3,3.7,3.7,O
13,20,1,2,1,5,US,3.2,4.5,2.9,3.6,3.6,4.5,N
3,18,1,1,2,1,US,2.9,2.5,3.0,2.9,3.3,3.3,O
3,22,2,2,1,5,BE,3.6,3.0,3.3,3.1,3.1,3.6,E
1,19,1,2,1,5,US,3.1,2.8,3.2,3.1,2.5,3.2,A
3,40,1,2,1,5,FR,2.4,2.4,3.1,2.4,2.9,3.1,A
3,24,2,2,1,1,RS,2.6,4.0,3.3,3.3,3.2,4.0,N
3,18,1,2,1,5,US,3.4,3.1,3.7,3.5,3.0,3.7,A
3,19,1,2,1,5,CA,3.8,3.5,3.2,2.9,3.2,3.8,E
3,15,2,1,1,1,SE,3.2,2.0,2.3,2.8,4.1,4.1,O
11,19,1,1,3,5,CA,3.5,2.5,3.0,3.6,3.7,3.7,O
3,23,1,1,1,1,US,3.2,2.7,3.3,3.5,3.2,3.5,C
3,19,2,1,1,3,DE,3.3,3.6,2.6,3.9,4.0,4.0,O
3,49,1,1,1,2,US,3.0,2.8,3.0,3.0,3.3,3.3,O
3,60,1,2,1,5,US,2.6,2.9,3.1,3.0,3.8,3.8,O
3,45,1,2,1,3,CA,3.1,2.2,3.4,3.3,3.6,3.6,O
5,19,1,2,1,5,US,3.4,3.3,3.0,3.7,3.3,3.7,C
5,14,2,2,1,1,RO,3.1,4.0,2.9,2.2,3.6,4.0,N
13,41,1,2,1,2,US,3.2,1.9,3.2,2.8,3.3,3.3,O
3,19,1,2,2,5,US,3.2,3.2,3.6,3.2,3.4,3.6,A
3,21,1,2,1,5,US,3.3,4.1,3.6,3.6,3.4,4.1,N
3,31,1,1,0,2,US,2.8,2.5,3.2,2.2,2.8,3.2,A
3,21,1,2,1,5,US,3.8,2.3,3.0,2.7,3.0,3.8,E
3,19,1,2,1,5,US,3.2,3.4,3.6,4.0,3.3,4.0,C
3,70,1,2,1,5,US,3.4,3.3,2.8,3.2,3.7,3.7,O
3,19,1,1,1,5,US,3.6,2.6,3.6,3.1,3.5,3.6,E
3,33,2,1,1,1,BA,2.6,4.0,3.2,2.9,2.8,4.0,N
11,15,1,2,1,1,GB,3.3,2.5,3.0,3.1,3.4,3.4,O
1,63,1,2,1,5,CA,2.7,2.9,3.1,3.5,3.5,3.5,C
8,19,2,2,1,5,US,3.0,3.1,3.3,2.6,2.7,3.3,A
3,16,1,2,1,2,GB,3.0,3.4,2.1,2.8,2.4,3.4,N
11,18,2,1,1,5,CA,3.6,3.1,3.4,3.0,3.3,3.6,E
3,35,1,2,1,5,US,2.9,3.0,3.5,2.8,3.3,3.5,A
3,31,2,2,2,1,GB,3.1,2.8,2.8,2.8,3.2,3.2,O
3,19,1,1,1,5,US,3.5,3.0,3.7,2.9,3.2,3.7,A
3,14,1,1,1,1,US,3.2,2.7,2.8,2.9,3.4,3.4,O
3,21,1,2,1,1,US,3.0,3.1,2.9,3.2,3.1,3.2,C
3,23,2,2,1,5,HR,3.0,2.5,2.8,3.4,3.2,3.4,C
1,14,1,2,1,1,US,3.1,3.8,3.3,3.2,3.4,3.8,N
3,18,1,1,1,5,US,2.8,2.4,3.0,3.4,3.4,3.4,C
13,21,2,2,1,5,US,2.9,2.6,3.1,3.0,3.0,3.1,A
13,28,1,2,1,1,US,2.9,2.3,3.1,2.9,2.6,3.1,A
3,21,1,2,1,5,US,3.0,3.2,3.2,3.3,3.0,3.3,C
3,49,1,1,1,1,US,3.0,2.6,3.2,2.9,3.6,3.6,O
13,50,1,2,1,1,US,2.7,1.8,3.1,2.9,2.9,3.1,A
13,38,1,1,1,5,CA,3.2,2.2,3.2,3.2,3.0,3.2,E
1,17,1,2,3,1,CA,3.2,3.5,3.1,3.7,3.4,3.7,C
11,19,1,1,1,3,CA,3.2,3.0,3.3,3.2,3.1,3.3,A
12,19,2,2,1,1,GH,3.0,3.0,3.3,2.8,3.3,3.3,A
1,19,1,1,1,3,CA,3.0,2.9,3.2,3.2,3.0,3.2,A
0,17,1,2,1,4,US,3.0,3.5,3.7,2.9,3.1,3.7,A
3,16,1,1,1,1,GB,3.1,3.7,3.2,3.1,3.1,3.7,N
13,32,1,2,1,1,US,3.0,3.1,3.2,2.9,2.9,3.2,A
3,41,1,2,1,2,CA,3.2,2.6,3.4,2.8,3.9,3.9,O
3,26,1,2,1,5,CA,3.3,2.3,3.4,3.5,3.5,3.5,C
1,19,1,2,1,3,CA,3.3,2.8,3.1,3.7,2.9,3.7,C
3,25,1,2,1,4,US,3.0,4.2,3.0,3.4,3.0,4.2,N
1,27,2,1,1,2,US,3.2,2.1,3.1,3.1,3.0,3.2,E
11,21,1,2,1,2,US,3.0,2.5,3.4,3.0,2.9,3.4,A
13,19,2,1,1,5,EC,2.9,1.8,3.4,3.9,3.4,3.9,C
5,21,2,1,1,1,US,3.0,1.9,2.5,2.6,3.4,3.4,O
3,25,2,2,1,3,HR,3.2,2.9,3.1,3.2,2.8,3.2,E
3,21,1,2,1,5,US,3.5,2.7,3.4,2.8,3.0,3.5,E
3,18,1,2,1,1,US,3.3,3.5,3.2,3.5,3.0,3.5,N
3,14,1,1,1,1,CA,3.5,3.0,2.8,3.6,3.3,3.6,C
3,21,1,2,1,5,US,3.1,2.7,3.3,3.2,3.1,3.3,A
3,17,1,2,1,5,US,2.9,2.7,3.1,3.2,2.9,3.2,C
3,19,1,2,1,5,US,3.0,3.9,3.4,3.1,3.5,3.9,N
3,20,1,2,1,5,US,3.4,3.3,3.4,3.8,3.4,3.8,C
3,22,1,2,1,4,US,3.2,2.8,3.3,3.4,3.4,3.4,C
1,44,1,2,1,5,US,2.4,2.3,2.6,3.0,3.3,3.3,O
3,18,1,1,1,1,US,2.7,3.4,2.4,3.4,3.8,3.8,O
5,19,2,2,1,1,GB,3.0,4.6,3.5,3.6,2.6,4.6,N
3,31,1,2,1,1,US,3.2,2.8,3.4,3.3,3.3,3.4,A
12,22,1,1,1,1,BW,3.7,3.3,4.1,3.3,3.5,4.1,A
9,41,1,2,1,5,US,3.0,3.0,3.4,2.6,2.7,3.4,A
3,19,1,1,1,5,CA,2.9,2.4,3.1,2.8,3.5,3.5,O
3,31,2,2,1,5,SE,2.7,2.6,3.1,3.3,3.5,3.5,O
3,58,1,1,1,5,GB,2.6,2.2,3.2,3.1,3.1,3.2,A
3,18,1,1,2,1,CA,2.8,3.1,2.8,2.8,3.0,3.1,N
9,41,1,2,1,5,US,3.3,2.8,3.6,2.8,2.7,3.6,A
13,27,1,2,1,2,US,4.0,2.6,3.8,3.3,3.8,4.0,E
3,60,1,2,1,5,US,3.0,2.9,3.2,2.6,3.6,3.6,O
4,16,2,2,1,1,US,3.0,3.1,2.3,3.1,2.4,3.1,N
3,42,1,2,1,2,US,3.0,2.5,3.6,3.3,3.6,3.6,A
3,20,1,2,1,1,US,2.9,2.7,3.5,3.4,3.2,3.5,A
9,17,1,2,1,5,US,3.1,3.5,3.1,3.4,3.2,3.5,N
3,51,1,1,0,2,US,2.8,3.6,3.4,2.9,3.2,3.6,N
3,19,1,2,1,4,US,3.1,2.8,3.4,2.8,3.8,3.8,O
3,19,1,2,1,5,US,2.4,3.5,3.3,3.3,3.2,3.5,N
5,1996,1,2,1,2,US,3.2,3.3,3.5,3.4,3.3,3.5,A
1,29,1,2,1,1,US,3.5,3.2,2.8,3.3,3.6,3.6,O
3,18,1,1,1,1,GB,3.6,2.2,2.9,2.9,3.3,3.6,E
13,27,1,2,1,1,JM,2.8,2.8,3.1,2.8,3.0,3.1,A
1,18,1,2,1,2,US,3.5,3.5,3.2,3.3,4.1,4.1,O
3,16,1,2,1,1,US,2.6,3.1,2.9,3.2,3.4,3.4,O
3,22,1,1,1,1,GB,3.1,3.7,3.3,3.3,3.9,3.9,O
13,36,1,2,1,2,US,3.0,4.2,3.4,1.8,3.4,4.2,N
13,31,1,2,1,1,US,3.1,3.0,3.5,3.4,3.0,3.5,A
3,18,1,2,1,5,US,3.4,2.7,3.1,3.0,2.8,3.4,E
3,19,1,1,1,1,GB,2.7,2.6,3.3,2.3,3.0,3.3,A
1,28,1,1,1,2,US,3.7,2.5,3.1,3.6,3.3,3.7,E
3,22,1,2,1,5,CA,3.0,2.6,3.0,3.3,3.7,3.7,O
13,17,1,2,1,5,US,3.1,3.1,2.6,2.9,3.3,3.3,O
3,66,1,2,1,1,US,2.8,2.1,3.3,3.4,3.6,3.6,O
3,16,1,1,1,1,US,3.6,2.9,3.2,3.6,3.5,3.6,E
3,25,2,1,1,1,SE,2.9,1.7,2.3,3.1,3.9,3.9,O
3,21,2,1,1,1,SE,3.0,3.7,2.6,3.7,3.7,3.7,N
3,19,1,1,1,1,GB,2.9,3.6,3.3,3.5,3.3,3.6,N
11,16,2,1,1,1,GB,3.2,2.0,3.3,2.5,2.9,3.3,A
1,17,1,1,1,1,AU,3.1,3.9,3.2,3.7,3.7,3.9,N
3,21,2,1,1,1,FR,3.4,4.2,3.1,3.1,3.5,4.2,N
3,22,2,1,1,1,FR,2.9,2.2,3.6,3.1,3.3,3.6,A
3,32,1,1,1,5,US,3.0,3.4,3.4,2.9,3.2,3.4,N
3,62,1,2,1,5,US,2.9,2.1,2.5,3.2,3.0,3.2,C
3,19,1,1,1,1,US,3.1,3.3,3.4,3.3,3.7,3.7,O
11,24,2,1,1,1,ID,3.0,1.9,2.6,2.9,3.2,3.2,O
3,25,2,1,1,1,FR,3.1,2.8,2.9,2.8,3.5,3.5,O
3,21,2,1,1,1,NL,3.1,3.5,3.3,2.8,3.8,3.8,O
3,27,2,1,1,1,SE,3.2,2.5,3.6,2.8,3.0,3.6,A
3,19,2,1,1,1,SE,3.2,2.5,2.9,2.2,3.1,3.2,E
3,24,2,1,1,1,DE,3.2,2.8,3.1,3.3,3.1,3.3,C
3,21,2,1,1,1,FR,3.1,3.3,3.6,3.0,3.8,3.8,O
3,22,2,1,1,1,SE,3.0,3.0,2.8,2.7,3.2,3.2,O
3,25,2,1,1,1,SE,3.2,2.2,3.4,2.3,3.2,3.4,A
13,18,1,2,1,5,US,2.8,3.7,3.0,2.7,2.8,3.7,N
3,19,1,1,1,1,GB,3.6,3.0,3.3,3.0,3.3,3.6,E
3,19,1,1,1,1,US,3.0,1.9,3.4,3.3,3.6,3.6,O
3,20,2,1,1,1,FR,3.9,2.7,3.7,2.1,3.3,3.9,E
3,21,2,1,1,1,NO,2.9,1.8,2.8,3.4,3.1,3.4,C
11,19,2,1,1,1,US,3.0,3.0,3.1,4.0,3.7,4.0,C
1,18,2,1,1,1,FR,3.2,3.1,2.9,2.8,3.8,3.8,O
1,19,1,2,1,1,US,3.6,3.8,3.4,3.8,3.3,3.8,N
3,59,1,2,2,5,US,3.1,3.7,3.6,3.2,4.0,4.0,O
4,29,2,1,1,1,IN,3.1,3.3,3.8,3.0,3.0,3.8,A
1,21,1,1,1,1,US,3.2,2.4,3.2,3.6,3.7,3.7,O
3,18,2,1,1,1,SE,2.6,2.5,3.4,2.7,3.5,3.5,O
3,50,1,1,1,1,US,2.4,3.6,2.8,3.3,3.3,3.6,N
3,23,1,1,3,1,US,2.9,2.1,3.1,3.1,3.7,3.7,O
3,68,1,1,1,5,US,2.5,3.0,3.0,2.7,3.0,3.0,N
3,34,1,2,2,2,US,3.0,3.1,3.4,3.1,3.3,3.4,A
3,20,2,1,1,1,PL,3.1,2.2,3.0,2.9,3.6,3.6,O
3,22,1,1,1,1,US,3.0,3.1,3.6,3.3,3.4,3.6,A
3,19,2,1,1,1,FR,2.7,2.4,3.6,3.3,4.0,4.0,O
13,17,2,2,1,1,PH,3.5,3.5,3.8,3.5,3.0,3.8,A
8,19,1,2,2,1,US,3.5,3.5,3.4,3.8,3.0,3.8,C
3,46,2,2,1,1,PT,2.8,3.7,3.6,2.6,3.3,3.7,N
11,19,2,2,1,2,PH,3.4,3.0,3.0,3.1,3.1,3.4,E
13,38,1,2,1,2,US,3.0,2.6,3.4,2.7,3.5,3.5,O
11,17,2,1,1,1,US,3.7,2.8,3.2,3.2,3.3,3.7,E
11,21,2,2,2,2,PH,2.9,2.5,3.5,3.6,2.8,3.6,C
13,16,1,2,1,1,US,3.3,2.2,2.7,2.9,2.7,3.3,E
5,27,2,2,1,1,US,2.5,2.3,3.6,3.2,4.0,4.0,O
3,22,1,2,1,1,US,2.8,3.9,3.1,3.0,3.3,3.9,N
8,43,1,2,1,5,US,3.1,3.0,3.5,2.6,2.6,3.5,A
13,18,1,1,1,1,US,2.9,3.3,2.8,3.0,3.0,3.3,N
1,16,2,2,1,5,MX,1.9,4.4,3.4,2.5,3.3,4.4,N
3,14,1,2,1,1,US,3.2,3.5,3.5,3.1,3.9,3.9,O
0,15,1,2,1,1,US,2.8,3.5,3.1,3.2,3.1,3.5,N
3,19,1,2,1,1,AU,2.8,4.1,3.6,3.1,4.2,4.2,O
3,22,2,2,1,1,BE,3.4,3.4,3.4,3.2,3.2,3.4,E
1,50,1,2,1,5,CA,3.5,1.6,3.3,3.0,3.3,3.5,E
3,18,1,1,1,5,US,3.0,3.5,3.3,3.0,3.5,3.5,N
3,20,1,2,1,4,US,3.2,3.2,3.6,2.9,3.4,3.6,A
3,20,1,2,1,2,US,3.2,3.1,3.2,3.1,3.2,3.2,E
3,20,1,2,1,1,US,3.0,2.5,3.0,2.8,3.7,3.7,O
3,18,1,2,1,1,US,2.6,3.1,2.9,3.1,3.1,3.1,N
1,18,1,2,1,5,US,2.6,2.9,3.0,3.1,3.3,3.3,O
3,18,1,2,1,1,US,2.6,3.4,3.4,3.6,3.7,3.7,O
8,43,1,2,1,5,US,3.0,3.2,3.2,2.8,2.8,3.2,N
3,22,1,1,1,1,US,2.9,3.8,3.1,3.8,3.4,3.8,N
13,18,2,2,1,4,US,3.1,2.3,3.8,3.7,3.6,3.8,A
8,16,2,1,2,1,US,2.9,3.7,3.1,3.1,3.6,3.7,N
8,17,2,1,3,1,CA,3.2,2.2,3.6,3.1,3.9,3.9,O
3,27,1,1,2,2,NZ,3.6,3.7,3.4,3.4,3.0,3.7,N
3,19,1,2,1,3,CA,3.0,3.2,3.1,3.1,3.4,3.4,O
3,27,1,2,1,3,US,2.8,2.4,3.0,2.5,2.8,3.0,A
3,22,1,2,1,5,US,2.7,3.0,3.8,3.4,2.7,3.8,A
11,19,2,1,1,2,CN,3.6,3.3,3.0,2.8,3.4,3.6,E
3,38,1,1,1,1,US,3.1,2.5,3.3,2.9,3.3,3.3,A
3,17,1,2,1,1,AU,3.0,3.1,3.1,3.5,3.3,3.5,C
4,19,1,2,2,1,US,3.5,3.8,3.1,3.6,3.4,3.8,N
3,18,1,2,1,2,US,3.1,2.9,3.4,2.9,2.9,3.4,A
3,15,1,2,1,1,US,2.9,2.6,2.9,3.0,3.2,3.2,O
3,30,1,2,1,1,US,3.1,4.2,3.4,3.7,3.8,4.2,N
3,20,1,2,1,4,US,3.5,2.6,2.9,3.2,3.5,3.5,E
13,19,2,2,1,2,US,3.4,4.0,2.8,3.6,2.8,4.0,N
3,23,2,1,2,1,DE,3.8,3.7,3.6,3.2,3.3,3.8,E
3,17,1,2,1,5,US,3.0,2.8,2.8,3.0,3.0,3.0,E
3,14,1,1,1,1,US,2.9,2.9,3.0,2.6,3.1,3.1,O
1,17,1,1,1,5,US,2.8,2.8,3.4,2.8,3.4,3.4,A
8,20,1,2,1,5,US,3.4,3.1,4.0,3.2,3.1,4.0,A
3,19,1,1,1,1,US,3.0,3.7,3.4,3.2,4.2,4.2,O
5,16,2,2,1,5,CA,3.4,3.1,3.3,3.5,4.0,4.0,O
13,17,2,1,1,1,MX,2.5,2.9,2.9,3.1,3.5,3.5,O
3,24,1,1,1,1,US,3.5,4.0,3.0,3.7,3.7,4.0,N
3,24,2,1,1,1,US,2.9,3.7,2.9,3.1,2.5,3.7,N
3,29,1,2,1,5,US,3.0,3.4,3.2,2.9,2.5,3.4,N
3,18,1,2,1,1,US,2.9,2.7,2.8,3.0,3.4,3.4,O
3,22,1,1,1,5,US,3.6,3.1,3.4,3.2,3.7,3.7,O
1,20,1,2,2,5,US,3.4,2.3,3.6,3.6,3.2,3.6,A
3,18,1,2,1,1,US,2.9,2.3,3.4,2.9,3.5,3.5,O
3,30,1,2,1,5,US,3.1,3.4,3.0,2.5,3.7,3.7,O
9,26,2,1,1,1,PH,3.1,2.7,3.5,3.8,3.6,3.8,C
11,39,2,2,1,2,SG,2.8,3.4,3.0,2.8,3.1,3.4,N
13,20,1,2,1,2,PH,3.4,3.8,3.2,4.0,3.2,4.0,C
11,25,2,2,1,1,MY,2.9,2.6,3.3,3.2,2.6,3.3,A
11,17,2,1,1,1,US,2.7,3.1,3.0,3.1,2.5,3.1,N
13,25,1,2,1,2,US,3.0,3.5,2.4,3.2,3.2,3.5,N
11,21,2,2,2,2,CA,2.5,3.0,3.1,2.6,2.9,3.1,A
3,21,1,2,1,2,US,3.3,2.3,3.3,2.4,3.4,3.4,O
11,33,2,2,1,1,IN,2.9,3.2,3.3,3.3,2.8,3.3,A
4,22,2,2,1,1,IN,3.8,3.5,3.1,2.3,3.7,3.8,E
9,23,1,1,3,1,US,3.0,3.1,2.9,3.4,3.5,3.5,O
11,25,2,2,1,1,PH,3.0,2.6,3.5,2.7,3.8,3.8,O
3,18,1,1,1,1,US,2.9,2.6,3.5,3.6,4.0,4.0,O
4,25,1,2,1,2,US,2.4,4.3,3.9,3.3,4.0,4.3,N
4,28,1,2,1,2,US,2.8,3.9,2.9,3.3,2.6,3.9,N
3,19,1,1,1,5,US,3.2,2.4,3.3,2.7,3.1,3.3,A
8,29,1,2,1,2,US,3.1,3.6,3.2,2.9,3.0,3.6,N
3,16,2,1,1,1,DK,3.7,2.5,2.5,2.9,3.0,3.7,E
3,52,1,2,1,1,US,3.5,3.1,2.6,3.7,3.7,3.7,C
3,26,1,2,1,2,US,3.3,2.5,2.3,3.1,3.2,3.3,E
3,18,1,1,1,1,AU,3.1,3.5,3.2,3.1,3.6,3.6,O
13,22,2,2,1,1,AU,2.8,3.0,2.8,3.1,3.0,3.1,C
3,56,1,2,1,1,AU,3.0,3.7,3.4,2.6,3.5,3.7,N
3,20,2,1,1,1,DE,2.2,2.2,2.9,3.1,3.1,3.1,C
3,28,1,2,1,2,US,3.0,2.3,3.5,3.1,3.5,3.5,A
11,1998,1,1,1,1,AU,3.3,3.8,3.5,3.7,3.4,3.8,N
3,20,1,2,1,2,CA,2.0,2.5,2.9,3.0,2.7,3.0,C
4,23,2,1,0,1,IN,3.0,4.1,3.9,3.0,3.8,4.1,N
3,15,1,1,1,2,US,3.7,3.9,3.3,3.0,3.5,3.9,N
4,30,2,1,1,2,IN,3.3,2.5,3.4,3.4,3.3,3.4,A
13,39,2,1,1,2,LK,3.2,3.2,3.1,3.0,3.9,3.9,O
3,17,1,2,2,1,CA,3.2,3.2,3.1,3.0,3.5,3.5,O
3,21,1,2,1,5,US,3.2,3.5,3.5,3.2,3.5,3.5,N
11,23,2,2,1,1,ID,3.1,3.4,3.3,3.5,3.1,3.5,C
3,18,1,2,1,5,US,3.1,2.6,2.7,2.8,2.5,3.1,E
4,24,2,1,1,1,IN,3.4,3.4,3.2,3.2,3.3,3.4,E
4,39,2,1,1,2,PK,3.0,2.2,3.1,3.3,3.1,3.3,C
11,34,2,2,1,2,SG,2.9,2.6,3.0,3.0,3.2,3.2,O
3,25,2,2,1,1,CA,3.3,3.0,2.9,3.1,3.4,3.4,O
13,29,2,1,1,1,TH,3.1,3.4,4.3,3.5,3.7,4.3,A
3,30,2,1,1,1,SE,2.9,1.8,2.8,3.2,3.8,3.8,O
3,27,2,2,1,1,FR,3.2,2.0,2.4,3.2,3.5,3.5,O
3,14,1,2,1,2,AU,3.8,4.1,3.4,3.0,3.3,4.1,N
9,20,2,1,2,1,FR,3.1,3.5,3.8,3.1,3.2,3.8,A
3,21,2,1,1,1,PL,3.1,2.6,3.3,3.0,3.8,3.8,O
1,32,1,2,1,1,US,2.9,2.9,3.6,3.2,3.6,3.6,A
4,24,2,2,1,1,IN,3.9,4.6,3.9,3.6,3.8,4.6,N
1,33,1,1,1,1,CA,3.1,2.1,3.4,3.2,4.0,4.0,O
11,15,2,2,1,1,NZ,2.9,3.2,3.5,3.3,2.8,3.5,A
11,23,2,1,1,1,TH,3.7,3.6,3.2,2.3,3.1,3.7,E
3,18,2,1,1,1,FR,2.5,3.3,3.2,3.5,3.2,3.5,C
0,16,2,1,2,1,DE,2.6,3.3,3.2,3.0,2.8,3.3,N
3,28,1,2,1,2,ZA,3.6,2.1,2.9,2.6,3.3,3.6,E
3,41,1,2,1,1,US,3.2,3.6,3.2,3.4,2.6,3.6,N
3,23,2,1,1,1,FR,3.2,2.6,3.3,3.2,3.2,3.3,A
3,22,2,1,1,1,FR,4.0,2.8,2.4,3.3,3.0,4.0,E
3,18,1,2,1,1,GB,2.9,3.3,2.9,2.1,3.0,3.3,N
3,37,2,1,2,1,ES,3.6,3.7,3.0,3.1,4.0,4.0,O
3,19,2,1,1,1,NL,3.0,3.0,3.2,3.0,3.5,3.5,O
3,29,2,1,2,1,DE,3.3,4.0,3.4,2.7,2.8,4.0,N
13,18,2,1,1,5,MW,3.2,2.4,3.2,3.9,3.6,3.9,C
3,43,2,2,1,1,DE,3.4,2.5,3.1,3.3,3.1,3.4,E
3,31,2,2,1,1,US,2.9,3.6,3.2,3.5,3.4,3.6,N
3,19,1,2,1,2,AU,3.3,2.5,3.0,2.8,2.9,3.3,E
3,27,2,1,1,1,IT,3.0,3.6,3.0,3.1,3.7,3.7,O
4,20,2,2,1,1,IN,3.8,3.4,3.8,3.8,2.6,3.8,E
3,16,1,2,1,1,GB,3.1,3.5,3.0,3.2,3.2,3.5,N
3,40,2,1,1,1,US,3.1,3.0,2.6,3.1,3.0,3.1,E
3,44,1,1,1,1,US,3.2,2.3,2.6,3.0,3.1,3.2,E
3,16,1,2,1,1,GB,2.6,3.6,3.2,3.6,3.2,3.6,N
4,17,2,2,1,1,IN,3.3,4.1,3.4,2.5,2.7,4.1,N
3,54,1,2,1,1,ZA,3.2,2.8,3.7,3.5,3.3,3.7,A
3,18,2,1,1,1,FR,3.4,2.7,3.2,2.7,3.4,3.4,E
13,35,2,2,1,1,IQ,2.2,2.9,2.3,2.7,2.5,2.9,N
4,25,2,2,1,1,IN,2.8,2.6,3.2,2.7,2.6,3.2,A
3,19,2,2,1,5,BE,3.3,3.3,3.7,2.4,3.0,3.7,A
3,23,2,1,1,1,FR,3.2,3.2,3.7,3.0,3.6,3.7,A
11,29,1,2,1,1,AU,3.1,3.8,3.3,2.8,3.2,3.8,N
3,37,1,2,1,1,GB,2.7,3.3,3.3,3.0,3.0,3.3,N
3,50,1,2,2,3,US,3.5,3.0,3.1,3.3,3.3,3.5,E
11,20,1,2,1,1,SG,3.2,3.7,3.3,3.5,3.5,3.7,N
3,36,1,1,1,1,AU,3.4,2.8,2.8,3.0,3.2,3.4,E
11,15,2,2,1,1,PH,2.5,3.7,2.9,2.7,2.5,3.7,N
5,38,2,1,1,1,IL,2.8,2.7,3.2,3.1,3.2,3.2,A
12,24,2,1,1,2,MY,3.2,1.8,3.4,2.5,2.8,3.4,A
3,20,2,1,1,1,SE,3.0,3.1,3.0,2.9,3.4,3.4,O
13,13,1,2,1,1,PH,3.4,4.2,3.4,3.9,3.8,4.2,N
8,21,2,2,1,5,PH,3.1,3.9,3.4,3.7,3.1,3.9,N
3,31,1,1,2,1,PA,3.1,1.8,3.1,2.7,3.0,3.1,E
3,26,2,1,1,1,SE,2.9,3.7,2.9,3.1,3.5,3.7,N
3,19,1,2,1,5,US,2.5,4.3,3.3,3.5,4.2,4.3,N
12,34,2,1,1,1,KE,2.8,3.0,2.8,3.6,3.8,3.8,O
3,22,2,1,1,1,DE,3.2,2.6,3.3,2.7,3.1,3.3,A
3,21,2,1,1,1,BG,3.4,2.4,3.9,3.6,3.4,3.9,A
1,1964,2,2,1,5,JO,3.2,2.3,3.4,3.6,3.5,3.6,C
6,26,2,1,1,1,AE,3.1,2.6,3.5,3.2,3.0,3.5,A
3,52,1,1,0,1,AU,2.9,2.9,3.2,2.9,3.5,3.5,O
5,23,2,2,1,2,EG,3.4,3.5,3.3,3.1,3.5,3.5,N
1,17,1,2,1,1,US,3.2,3.4,2.7,3.0,2.9,3.4,N
1,22,1,2,2,1,US,3.0,3.8,3.7,3.0,3.5,3.8,N
3,28,2,1,1,1,CH,2.6,3.8,3.8,3.1,3.7,3.8,N
5,22,1,1,1,1,LB,2.5,2.5,2.6,3.7,3.8,3.8,O
3,49,1,2,1,1,AU,3.1,2.5,3.2,2.9,3.4,3.4,O
3,16,2,1,1,1,FR,2.8,2.7,2.9,3.4,3.8,3.8,O
11,59,1,2,1,2,US,3.4,2.8,3.5,3.6,3.5,3.6,C
0,41,1,2,1,1,AU,3.4,2.7,2.9,3.0,3.1,3.4,E
1,49,2,2,1,1,JO,3.6,2.5,3.0,3.4,3.6,3.6,E
3,16,1,1,1,2,CA,3.2,2.5,3.2,3.5,3.4,3.5,C
3,16,2,1,1,1,IT,2.8,2.9,3.0,3.2,3.1,3.2,C
13,25,1,2,1,1,GB,3.4,4.6,3.4,2.2,2.2,4.6,N
13,31,2,2,1,1,US,3.1,3.9,3.3,3.1,2.9,3.9,N
3,53,1,2,2,5,US,3.2,3.7,3.0,3.4,3.7,3.7,N
3,40,1,2,1,1,GB,2.8,1.8,2.9,2.9,3.5,3.5,O
3,20,2,1,1,1,FR,3.2,3.5,3.4,3.0,3.7,3.7,O
3,21,1,1,1,1,NO,3.1,2.5,3.1,3.4,3.7,3.7,O
3,49,2,2,1,2,NO,2.8,2.8,3.2,2.7,2.9,3.2,A
12,37,1,2,3,1,KE,2.9,2.7,3.2,3.4,3.3,3.4,C
3,51,1,1,1,1,GB,3.1,3.0,3.1,2.8,3.8,3.8,O
13,20,1,3,1,2,US,3.3,3.4,3.2,3.1,3.9,3.9,O
4,19,2,2,1,1,IN,3.0,4.2,3.4,3.4,4.1,4.2,N
3,18,2,1,1,1,DK,3.3,2.3,2.8,3.0,3.4,3.4,O
3,25,1,2,1,5,US,3.2,2.6,3.2,3.1,2.9,3.2,E
3,22,2,1,1,3,GR,3.1,3.0,2.7,3.2,3.6,3.6,O
